tweet_id,username,number_of_followers,created_at,tweet_text,source,likes,retweets,user_location
931883855333806081,askeamonn,1859,2017-11-18 13:56:39,@RobertMCutler @danieljohnsalt @Lars9596 @ken0220lev @PaulGambles2 was more referencing fact it was Brits who are c… https://t.co/nT7UHvhvQo,Twitter Web Client,1,0,
931883853807017984,ILPAimmigration,3242,2017-11-18 13:56:38,RT @hazarelchamaa: #ILPAAGM this morning looking forward to a packed agenda covering #economic #migration  #Brexit #Refugees #Children's ri…,Twitter Web Client,0,1,UK
931883837889699841,dave19315150,2465,2017-11-18 13:56:35,@SkyNews #MAGA #BREXIT we love you https://t.co/AJtk1jmI4R,Twitter for Android,0,0,
931883825088598016,Odinnson76,50,2017-11-18 13:56:32,"RT @smartnotstupid: If @Nigel_Farage doesn’t get a Knighthood for #brexit he should get it for this!

The jar of worms are now open, so mak…",Twitter for Android,0,221,
931883801785053189,ucf_seber,94,2017-11-18 13:56:26,"@BorisJohnson a #Brexit voter, hence against immigrants, how does he really feel about @SadiqKhan, mayor of #London.",Twitter for Android,0,0,London
931883779941109760,BrunoTheBridge,739,2017-11-18 13:56:21,"@Dave29788264 @WestmonsterUK Leave did not win....! A lot of people had no easy way to vote. Britons abroad, long t… https://t.co/L561yOTh30",Twitter for iPhone,0,0,EU/world
931883779035189253,DubLoony,480,2017-11-18 13:56:21,"Reminder, @sinnfeinireland were not involved with the #brexit referendum. Didn't bother registering as campaign gro… https://t.co/tYaZH8q2Yo",Twitter for Android,0,0,"Dublin City, Ireland"
931883708596006912,7softley,187,2017-11-18 13:56:04,First the Irish threaten to veto moves to phase 2 of #brexit talks; now they want to abandon #Christmas. Whatever n… https://t.co/Eu0KXmhXSv,Twitter Web Client,0,0,"Norwich, UK"
931883707111063553,zlando,27816,2017-11-18 13:56:03,"Not wanting ""Sharia"" in my country is NOT racist. I don't want Nazism or Cannibalism either, get it?… https://t.co/YDzQzqRKTG",Zlando,12,9,"Jerusalem, Israel"
931883705647411200,globaltwit,1148,2017-11-18 13:56:03,@RJFortescue @Sillyshib @smilinglaura @hatosando That they do Richard.  Take a look at this biting #German satire r… https://t.co/i1sEUL1YJR,Twitter Web Client,0,0,"Horsham, West Sussex, UK"
931883673913384960,ILPAimmigration,3242,2017-11-18 13:55:56,#IlpaAGM with Rose Carey @CRS_Lawyers looking at the impact of #Brexit on economic migration,Twitter Web Client,0,0,UK
931883644314181632,ucf_seber,94,2017-11-18 13:55:49,"#UK is out of #EU, #Brexit. Resulting, UK will have to look forward to rejoin EU only by accepting #Euro and joining #Schengen. drawback?",Twitter for Android,0,0,London
931883630611320832,iainpdooley,881,2017-11-18 13:55:45,RT @DJack_Journo: Has the NHS really been losing EU nationals since the #Brexit vote? Of course not #ProjectFear Via @spectator https://t.c…,Twitter for iPad,0,5,UK
931883614224207872,JonesRoly,1884,2017-11-18 13:55:41,RT @OwenPaterson: Thanks to the audience &amp; to the panel for last night’s @BBCAnyQuestions. You can listen to us discuss #Brexit negotiation…,Twitter Web Client,0,3,"New York, NY"
931883613385297926,Doozy_45,1438,2017-11-18 13:55:41,BREXIT NEWS ROUND-UP: Davis could quit as Brexit Secretary after being frozen out of talks / #Brexit #StopBrexit https://t.co/wRlFMHJfVL,Twitter for Android,3,2,
931883586483081219,TrentWard1,584,2017-11-18 13:55:35,RT @rodbishop15: This is why investment has slowed in this country. Not #Brexit . Labour will wreck the country. https://t.co/Vi5NoaJ4Kk,Twitter for iPhone,0,6,"Chepstow, Wales, Great Britain"
931883580736901121,charlieowen77,20,2017-11-18 13:55:33,RT @MalbertK: @mrjamesob Accusing the #BBC of “gloomy” #Brexit coverage is like blaming their weather reports for the crap weather outside.,Twitter Web Client,0,66,probably near a greggs
931883576190173184,2purplebricks,2053,2017-11-18 13:55:32,The latest A Premier Hornet Living In Cornwall.! https://t.co/jVOIFVFtaE Thanks to @VigilTibbs @RichardWellings @LekkerLie #brexit,Paper.li,1,0,I'm a free Spirit
931883561593995264,robinjamesbanks,280,2017-11-18 13:55:29,RT @thatginamiller: There have been far too many Breaches of the Ministerial Code over #Brexit.  People deserve truth from the #MPs they el…,Twitter for iPhone,0,119,Holland Park
931883561376010240,NickSaunders87,169,2017-11-18 13:55:29,RT @fredsirieix1: #Brexit is so sad. No one understands what it means and how it will effect us. Yet everyone has an opinion just like the…,Twitter for Android,0,11,"Portsmouth, England"
931883540932939776,donaghkebab,1347,2017-11-18 13:55:24,RT @O530CarrisPT: The Irish government will do whatever it takes to protect the Good Friday Agreement - which #Brexit threatens to jeopardi…,Twitter for iPhone,0,2,"Glasgow, Dublin, São Paulo etc"
931883536864481280,digitalherring,5028,2017-11-18 13:55:23,RT @irc_group: Where is the UK’s tech scene headed? https://t.co/yJGwCDQwwo @Sbootcamp @digitalherring #Brexit,Twitter Web Client,0,1,Every (and any)where
931883530430402560,LordRickettsP,918,2017-11-18 13:55:21,Here’s my HuffPost blog on the misunderstanding at the heart of our #Brexit approach.  https://t.co/7LnPRA6E88,Twitter for iPad,4,1,
931883512482926592,rodlux,774,2017-11-18 13:55:17,"RT @MollyMEP: US to fight UK at WTO if it adopts EU-style approach to crop protection rules: classic example of #Brexit as Trojan horse, in…",Twitter for Android,0,47,Somewhere
931883508389294080,Glensailing,1821,2017-11-18 13:55:16,Good to know that Ireland can put a pole in the spokes of #Brexit. Rightly so too! Lets hear reasons from more of t… https://t.co/D0NFZcOKYW,Twitter for Android,5,5,Please dont say if you find me
931883499048620033,MarkPDoyle,286,2017-11-18 13:55:14,RT @PeterKGeoghegan: Rees Mogg on @BBCRadio4 calling for a ‘Patrick Minford’ #brexit. Remove all trade barriers. This is actual insanity. L…,Twitter for iPhone,0,9,Liverpool
931883471387185152,HelenMagi,494,2017-11-18 13:55:07,@BrexitCentral The brexiter's greatest weapon is a PM @theresa_may caught and fixed in the headlights of an on-comi… https://t.co/TNtUSV9ML6,Twitter Web Client,0,0,
